Speaker,Consonant,prox_cog,prox_sd,prox_kurt,prox_skew,prox_cog_mid,prox_sd_mid,prox_kurt_mid,prox_skew_mid,prox_dur,prox_closure,prox_vot,prox_amp
FM2,x,445.7521888694839,310.42010734530504,56.03841430812395,3.0928006408044366,1775.987663165693,1125.1715905003039,1.5954307065486086,9.603766427613998,8.863136458439953,NA,NA,NA
FM2,ɣ,33.39313356081817,128.45880939607116,166.32484166760742,0.8907685077191037,277.36569299851647,550.195041634189,0.48682330059334333,78.62042779254602,20.977054561348154,NA,NA,NA
SF1,c,957.1041299440658,464.4230311024485,0.8143342507064322,0.6582254551373687,NA,NA,NA,NA,40.76073284434892,6.037978367013352,41.15981710828474,2.5096413985127266
SF1,ɟ,2474.5001760620676,512.4101235966791,18.20950845625407,1.9038118118355025,NA,NA,NA,NA,3.856618822418426,9.726697553253231,72.3780345887928,6.50390276304878
SF1,θ,4312.001542325342,2328.708364878765,46.205403341263136,3.8374571242491813,1879.7583480319254,676.5145009929133,0.24381686842784367,0.571667509710993,23.64842899528921,NA,NA,NA
SF1,ð,1134.7756190311695,1894.3451180122916,303.20745893167816,8.201955661380039,2494.4288442537713,1315.054169753338,4.62145022949267,85.69489746795105,40.50858251955659,NA,NA,NA
SF1,ç,1808.120872386468,1395.8434642050404,27.610359336088123,2.541016685302615,1492.8342184065186,72.36941345506602,0.6518892288237745,1.0874055712621606,11.09706937597133,NA,NA,NA
SF1,ʝ,1231.2350353888628,1055.2933342894173,98.40997079142632,3.8192650880754258,1866.0353410020953,308.9057675002664,0.49097050915145646,0.7704975637361926,12.480473632683442,NA,NA,NA
SF1,x,142.98940009627972,672.1150403470938,58.710961561638776,2.528051124191869,834.0302661703681,149.3156137146584,0.24398684662479075,0.7249146786677783,12.643294812790828,NA,NA,NA
SF1,ɣ,305.6092011362146,701.4900544008716,151.54189271845803,3.1908285742186013,2144.639535638165,1337.8017078113455,4.266796827214627,86.82225686469344,15.60070076835055,NA,NA,NA
FF4,ɟ,1132.6872996967218,311.1320948467178,16.33675318117896,1.2530154956127635,NA,NA,NA,NA,9.717238081274964,45.09165972450859,19.724934817013818,7.133044897776301
FF4,θ,3051.5885668802257,1901.5728306115102,55.28586009944205,4.337696192132603,1389.6654431148645,307.01075789486777,0.5780057561535321,0.5444947078058768,1.6939429413930043,NA,NA,NA
FF4,ð,35.51920617880472,6.1801166661292655,207.21523523312896,4.645435411706018,730.757549310418,811.5262057081309,3.5637686641925352,92.23190128006549,0.5839058182670129,NA,NA,NA
FF4,ç,1865.1032786136643,702.1422469732677,27.556659660619847,2.689089674139016,16.21674902621635,547.79778254544,0.4880240511661402,2.268552513614862,31.71962679883606,NA,NA,NA
FF4,ʝ,345.4729146634189,19.104280867964235,280.70330162304003,4.714672146311491,112.59918266672139,756.4034714958209,5.476497293409338,214.20985607623723,13.609710315140106,NA,NA,NA
FF4,x,597.1165291309478,708.7964780507441,58.52442257748018,3.0164027584530917,1572.3829850257714,909.0734726468054,1.3243631923593442,8.667876594371636,10.611752431673722,NA,NA,NA
FF4,ɣ,1089.3708621578598,648.4419485585873,281.2308231506253,8.836305623862117,113.76371853637727,275.4968581013577,4.297248897089593,104.763687633693,94.65866506073931,NA,NA,NA
FF5,ɟ,1983.6680455904902,251.63457232077462,16.665352639029436,1.4814101184737012,NA,NA,NA,NA,8.388630107564182,59.56875631931601,13.23337258617488,5.779472828666597
FF5,θ,802.3733902719418,799.034285740931,41.62492168551076,2.3328379141231084,1178.15821488671,1193.268066558015,0.10952461573834221,1.7586331524043843,45.4032379011756,NA,NA,NA
FF5,ð,34.959521022582635,341.94553656829805,146.9723469852968,2.3762770868070255,2912.4223846012396,2043.9084264310768,4.826319078592742,85.63462860320422,8.557235691773457,NA,NA,NA
FF5,ç,1717.847365570637,1405.7942574710403,27.658154263738663,2.4649738119586186,2942.514685021686,643.0095262170853,0.7191813146480004,1.5911703087712552,59.43078891753461,NA,NA,NA
FF5,ʝ,32.29113501136385,117.17529044703747,152.56851879518564,3.229248459308673,1119.3322931823736,323.99022914691705,1.9212431092532403,40.56088943854273,27.75756845882782,NA,NA,NA
FF5,x,568.2471960523999,463.37201490295456,63.59215560497965,3.5565962921015797,19.059905762899234,178.85780822827337,0.22614735267715336,0.8773019004595721,55.583654949368196,NA,NA,NA
FF5,ɣ,35.35984540635178,205.10225441452792,18.653770597921266,1.909347139075141,273.16209375234075,514.349728690218,2.2171654048730103,18.754240752134223,51.31529238457014,NA,NA,NA
FF6,ɟ,306.1289780458683,586.8257537116447,16.499152790114934,1.268768626605915,NA,NA,NA,NA,11.223374198169616,25.918585951679347,97.38251426890386,10.62487894880154
FF6,θ,3578.7508820333915,1611.0105115659385,54.800091640638634,4.483250175689861,1174.3331194750108,79.69640055390528,0.08129324874663463,0.8220248028984164,28.067529055457726,NA,NA,NA
FF6,ð,1411.4402164390422,1254.605498132465,129.51618117072525,4.551530471415576,863.692156973957,345.50053550855955,0.8109900147522859,19.011556408739523,21.572250693646225,NA,NA,NA
FF6,ç,1331.2915119137542,122.37333217136188,22.35366555065005,2.354472036494757,222.05348523709745,42.02748229929239,0.3668661442036085,1.1994972485890711,28.79899170227901,NA,NA,NA
FF6,ʝ,447.1028497068954,528.6966084397532,83.5550168393017,2.3655395365375345,533.8208792319215,215.05906078086264,1.092845589542963,5.405381156504159,10.354294794052237,NA,NA,NA
FF6,x,477.4514156472212,283.7140170486166,46.869736492851736,2.8217072189636268,1392.5803444632465,1133.0509270665502,0.9811597760295554,5.244769864534718,4.415199289485912,NA,NA,NA
FF6,ɣ,812.9352391941452,884.9070917705523,284.2698971251063,8.868629759568503,243.84981270736262,18.435367392816943,3.8417971190952875,98.1205311856964,22.263976215989814,NA,NA,NA
FF7,ɟ,1997.862662948501,318.75782976056234,17.523204202289417,1.838547615384587,NA,NA,NA,NA,26.431190371993445,50.122327294596914,20.71406736920821,1.1277639118976295
FF7,θ,3886.5171778293043,2094.199315529358,53.02979399449721,4.106839322536095,799.727730360336,580.3945071752191,0.27838717608476754,0.6824665599408355,62.3476028017854,NA,NA,NA
FF7,ð,81.23124275449152,188.79314485388534,88.76211029083737,0.03764576951121512,906.9019872366716,1648.7167258580612,3.5690022119399996,81.40027008215934,40.91558814327725,NA,NA,NA
FF7,ç,2817.911573905884,156.60944388205985,23.53670588268474,2.8869659744416998,12.74878123545841,952.5374751393522,0.8045264066205984,5.88643978447425,110.05011640155999,NA,NA,NA
FF7,ʝ,346.6834729117479,16.01870847780947,60.97122543151576,1.6738979074865359,419.24795498272033,145.44256780231217,0.5490963371738764,0.6323408675501856,31.63850178331498,NA,NA,NA
FF7,x,829.9333372891472,516.0575787882374,30.812543839341537,2.7994153119385494,1233.6379261632396,37.528545721934734,1.28291818809737,6.848474059877367,12.115107261902153,NA,NA,NA
FF7,ɣ,897.4520051560698,582.4130785804674,126.35463831166558,5.646177991369051,508.234520958737,645.4402441682839,2.794469370837816,80.0551150664546,22.61883706136655,NA,NA,NA
FF8,ɟ,2727.8209788493755,239.15345315208515,15.793498862918533,1.8017488858616844,NA,NA,NA,NA,11.535186125153878,43.089643487135305,10.178123618862529,2.4152644797509413
FF8,θ,955.2697172970634,1100.0182078551275,50.57521435867129,2.9659199486698506,5122.344675773172,60.19636952481824,1.5703029396313797,3.2128495549557066,23.086863333310873,NA,NA,NA
FF8,ð,110.79754227664057,506.8450037327085,214.1327742767408,3.7767345481536854,215.51220872791214,667.4706234173764,3.4297429633969245,83.01581797749957,15.325420067905881,NA,NA,NA
FF8,ç,2169.5516293542028,451.0799177927827,24.652916916616697,2.43555191659624,224.10529011519884,646.7267199364933,0.21909770178608912,2.1116701757742518,16.02163199962243,NA,NA,NA
FF8,ʝ,1002.9552176713122,446.01634279069094,72.12243381578776,2.6115423504302084,732.246715490654,172.88313776070436,0.4881511215204326,4.216085575766735,12.663027136332062,NA,NA,NA
FF8,x,583.0410203396877,212.83371602936177,59.44967735806796,3.028811541949554,384.02312365838816,168.4487266436131,0.2172717220017446,0.7352544503969067,18.89344866644649,NA,NA,NA
FF8,ɣ,23.9317878200539,71.77098996874759,163.10733155654788,2.7405811234691626,169.41318362017728,84.85746025492676,1.6243050263882353,55.930997725696706,24.356750979536855,NA,NA,NA
FF9,ɟ,1848.1171020864126,339.45660401797295,18.23572338334203,1.8270543429025277,NA,NA,NA,NA,11.13151130281446,39.601433259613174,26.424203744815273,9.662927122630235
FF9,θ,548.9846977601073,453.95376027739167,39.85467433335329,2.1166203576517524,441.8065811028764,133.31337133249826,0.30235132169686607,0.5787059941013788,50.94222714526984,NA,NA,NA
FF9,ð,13.393925097402871,124.96146360735281,62.136772682704475,0.05934436971982748,123.02937218156103,984.8559800940802,2.4782833503354547,55.93493308350374,7.316698066759457,NA,NA,NA
FF9,ç,2118.25239433218,524.3746342387515,25.670002759574114,2.536207762071305,278.6044632907697,385.7457264391164,0.0995782143002284,0.5117565866285654,15.670073097165925,NA,NA,NA
FF9,ʝ,185.30044455651085,113.28934347057282,32.6433075824435,2.1558816060981147,71.03926805136416,6.5830372063910545,0.1987571261597476,6.1704453589979344,2.677896785370166,NA,NA,NA
FF9,x,913.5783018933498,863.2593127893933,74.39029000449725,4.3594584730441195,486.76598034752124,409.8651492490426,0.5394590005772506,2.2804212746316184,21.85254891924896,NA,NA,NA
FF9,ɣ,164.88373230560268,26.43190596446516,19.84577839800113,1.788770410751864,219.1919600875383,15.381920422548092,2.2744697332977744,75.1809780692702,0.11860284104935204,NA,NA,NA
FF10,ɟ,1634.0914820906387,499.93341815770054,18.774800150650652,1.7865597546706928,NA,NA,NA,NA,5.406883879696416,89.16054497448613,44.17453249071045,3.0881245090825797
FF10,θ,2084.6913945896836,639.3262870008243,52.579653209421465,4.205189956179469,428.33999073889845,273.4136570284518,0.06048250855005424,1.7796707666607616,37.63868289320902,NA,NA,NA
FF10,ð,718.3992445903084,773.277437908438,246.74033308172932,5.289333203428851,1951.9454538128816,948.8536927117607,4.461195965592973,86.18682567566306,2.6310385335580833,NA,NA,NA
FF10,ç,1996.9114002104784,13.3476442169042,24.003694254119267,2.540994318292296,128.05871889414448,346.1635508801978,0.11070202759781433,0.18239493254846506,44.037717689011316,NA,NA,NA
FF10,ʝ,808.3952567816174,753.1991071231507,96.35767972445288,4.032874249735796,36.04010858091624,149.52743727046754,0.5312764126963687,4.420241368755558,12.023877287063698,NA,NA,NA
FF10,x,2344.686793244099,1460.4342421979236,78.60342087122851,5.446989352127606,329.42763502146045,179.66265779723926,0.09959329044103415,0.08846005913820942,22.73007257583137,NA,NA,NA
FF10,ɣ,533.3463657162133,756.8204308702146,172.05499784729057,5.386196866778719,377.2477321614949,438.6368078665762,2.6367293699914844,66.6805744166432,3.1318316095579917,NA,NA,NA
FF11,ɟ,1993.2284466760616,71.59032629466265,18.37904482909978,1.692866513981497,NA,NA,NA,NA,17.17927969479915,0.9818768226345327,114.45044060634108,1.2394527216030058
FF11,θ,3664.39528965873,1298.876452979543,53.69213486294826,4.1785028815055965,2056.1598407490974,196.5041364594299,0.750906992657348,0.5898763752632836,35.641209653323685,NA,NA,NA
FF11,ð,459.380342518759,682.4428205670478,275.06854108755084,5.762884415079519,2301.3399976794276,848.6564894266653,1.7255109600122482,45.90525477276395,9.838782681738934,NA,NA,NA
FF11,ç,1632.0343918933686,303.10941896507916,26.77146623540266,2.888590613660716,38.5398562179962,87.55606227304679,0.060594760401442294,0.11014940108911353,36.5208708166584,NA,NA,NA
FF11,ʝ,1185.5444747117767,572.3453035586206,38.700296522403804,2.2069347947386078,1285.1800431102747,302.6714157785036,0.7146949007566168,1.7184796050506446,4.32612018969985,NA,NA,NA
FF11,x,665.0692777460813,72.26334672721782,73.0911521555422,4.841793058674469,1282.7223545985948,1305.8384232655967,0.8869497344550938,6.184869446158055,11.868330264377391,NA,NA,NA
FF11,ɣ,860.7047570343047,384.21182969339463,60.483031471378155,6.131797391485553,164.96427466706086,494.2353524450616,2.1797794061607245,53.34026787118631,40.43630521425729,NA,NA,NA
FF12,ɟ,2657.4085746891,477.0850883296662,19.362740696495184,1.9236320010938972,NA,NA,NA,NA,5.8119659012214555,86.7073989771572,9.984693987565976,6.176341454450991
FF12,θ,3187.3936351688453,1082.8280095117857,53.052940544999664,3.7862416188190204,575.6473725614533,190.52039185472768,0.6521151532566278,0.5066713247834531,15.85222366252816,NA,NA,NA
FF12,ð,2143.3673596858566,2422.1671693749663,314.28618612751166,9.02934708298885,2844.557153764626,1134.7742496268002,5.460093281732264,88.50496993866233,0.5528552710381973,NA,NA,NA
FF12,ç,2878.8316883478697,701.9280012269403,18.193210248771024,1.8872808588280718,855.6724552245969,73.12754784987783,0.09871838616335549,0.7934443276728848,7.683856406177597,NA,NA,NA
FF12,ʝ,344.0882248618591,240.0292503675505,1.2223786679307125,0.006757187993034819,532.6824214128692,211.10408364405566,0.08853995159979311,1.4109996340691673,19.662625648864918,NA,NA,NA
FF12,x,444.4696427270528,766.1858086155689,46.42510945395089,2.194726091080894,249.88095199277268,312.31166032952297,0.08111623027181292,0.45502049172639225,33.948041559790255,NA,NA,NA
FF12,ɣ,377.8541260388536,782.609161828735,117.50263360548684,2.863298108266699,1501.7335033955083,720.9784905052527,1.8114300482145955,10.064075183306642,3.585281142924458,NA,NA,NA
FF13,ɟ,706.381875715229,175.8610879235589,16.554194127965744,1.19250620930077,NA,NA,NA,NA,6.728801533092707,9.729314359844167,90.13696516704371,8.861519844614305
FF13,θ,3153.169734882342,854.349871537986,41.81835182157295,3.3892574553595534,1263.8887017718234,239.4444098874078,0.1306005317619916,0.40574207450133704,3.012151661535711,NA,NA,NA
FF13,ð,1526.7206336823747,1782.9732521457668,301.50611048175256,7.5067063290109735,1248.954000656809,962.2180153764739,2.9758549422663756,69.40609940187568,14.110386751791182,NA,NA,NA
FF13,ç,1975.9426852863166,149.43456737919064,23.784587369005393,2.2968612433366293,246.09038837662501,379.5838181827253,0.5314515713383585,2.2447824209812843,3.436466681753558,NA,NA,NA
FF13,ʝ,612.7437558353616,377.70162426152433,21.03489553938796,2.66495688785351,244.23531728359967,71.35197954775549,0.486844382406888,6.100942267137815,18.136091938915797,NA,NA,NA
FF13,x,1006.8119933378373,974.5180068055765,69.45617697133652,3.8355490907538954,387.4835633405173,413.8135755991002,0.2685832863891351,0.9927724163281066,50.11178739910618,NA,NA,NA
FF13,ɣ,921.7462853672287,871.6618379164428,187.25555841613394,5.634788853456923,450.97313481252627,268.9058947837175,3.293454765382007,85.40667645639044,27.86924851057441,NA,NA,NA
FF14,ɟ,1456.75213435263,262.7339350087527,18.007597214524246,1.7241709046916491,NA,NA,NA,NA,6.616246022183617,19.36340861089367,42.831227837553506,0.6980689169594605
FF14,θ,2560.098844707796,1341.5478565016992,53.16046177770597,3.888477284406362,1087.2301635346566,104.50279475825164,0.05579336361212578,0.152264101498648,3.180685122709974,NA,NA,NA
FF14,ð,739.63092466438,964.1641030880454,269.2897006153482,5.591823438270744,2115.7330179156406,1610.9035059777189,4.709203671096768,87.56138877922385,5.0093737707499315,NA,NA,NA
FF14,ç,2583.8475847119257,92.96085184874642,24.449604890609248,2.3530039476164815,571.3374212107055,313.660705523449,0.2602887030877654,0.7662343116939756,23.16629213204078,NA,NA,NA
FF14,ʝ,515.0732303935428,132.15970883679393,52.76437328492105,0.13776566742481222,275.8670691298935,840.3596295673783,0.6269855497452799,8.477078578066624,18.307346016855632,NA,NA,NA
FF14,x,865.671635956676,809.4950527455471,69.43828389795215,3.914098275896674,535.8688125191652,305.95803561180173,0.5320217912976599,6.250084879299248,4.152014985082047,NA,NA,NA
FF14,ɣ,401.79987515253146,571.246298823202,263.51151258243505,7.351737871208215,1160.0978800234448,1292.785376869813,4.893280008315607,107.81516806754104,21.292903078252166,NA,NA,NA
FF15,ɟ,2538.1083763792735,23.297953743970993,5.379960313990168,0.91704657048013,NA,NA,NA,NA,6.992675795163343,17.164026777600625,110.2685279985263,10.590805462479715
FF15,θ,2998.7709294376546,1781.2984708207541,53.21253030555845,4.123188450619393,641.4122588608789,355.36481177287214,0.2517388470380466,1.16249313094429,26.00850401916294,NA,NA,NA
FF15,ð,1555.4697117630344,1775.7971214078816,276.08969147843527,8.267591924992793,3349.0085230005566,871.4578598125418,3.3620970247940702,10.875470917347272,10.0802943432396,NA,NA,NA
FF15,ç,3103.6038452897633,690.7729603964774,28.32399046651456,2.967380335560456,1160.389933147524,196.83455747663447,0.3251168780582039,0.8287643893705506,35.35498445668233,NA,NA,NA
FF15,ʝ,861.473945217116,587.9232516798027,30.15085623444891,1.585453823251921,790.4031081845515,404.4494253987889,1.2734976825916329,21.544414742084047,0.45992074804036065,NA,NA,NA
FF15,x,1024.731819053899,584.9847601643119,74.99535753126361,4.402292537509885,18.563607919547394,227.4369511036375,0.03570397679954951,0.44857764432137737,9.320887006278525,NA,NA,NA
FF15,ɣ,303.2082482022361,508.44795486587157,247.99996749363922,6.4908533162009885,656.9535668803746,1073.8379642349098,4.83679328702254,106.5170811649289,17.615274016435293,NA,NA,NA
FF16,ɟ,2571.4297537738507,138.7929821966136,17.8659150884045,2.091458565505344,NA,NA,NA,NA,1.95309408065269,0.05491725722511376,84.13828850128449,0.4193680549351231
FF16,θ,2346.335045200986,1722.3997734345844,55.50466126419992,4.214250847436045,144.4211045040065,509.9570917456399,0.10401805382140245,1.2442380857524324,5.474597186712856,NA,NA,NA
FF16,ð,1494.4815478364803,1568.9167511551277,151.98792589049742,3.675002447305989,2051.548329968271,1565.0009282750916,4.095134567524021,79.98758066889283,2.4007680152511455,NA,NA,NA
FF16,ç,2035.2425080607786,609.6791998578803,28.24042322482413,3.024161440402479,873.235112856767,567.014591780468,0.7500985675923844,0.5016764484139387,0.1461951327254667,NA,NA,NA
FF16,ʝ,366.3827504640053,17.487403023637626,140.73902130327195,2.0855214566280242,650.5470675911079,667.5020187811347,0.8695801974720805,19.747918044701958,16.784900653588736,NA,NA,NA
FF16,x,562.7120933287904,648.7831091086105,67.25854049898942,3.627223514440601,787.0716080759316,405.34063433261645,0.9805444649383197,8.37275043364708,35.05218229826448,NA,NA,NA
FF16,ɣ,468.7868014868405,558.3390961658896,200.4022116694181,6.369130723757824,414.89913081636314,333.615877416702,2.3086672882519155,66.1148874914024,14.271746140422195,NA,NA,NA
FF17,ɟ,4406.2305020313015,20.946050927688248,17.857123822930603,2.785400992233664,NA,NA,NA,NA,19.70100953955304,29.93776273839738,20.61915735013585,2.8005742917706247
FF17,θ,1509.9346505589192,1480.801864317525,52.73601454670317,3.5883814755245798,2481.110431050419,579.6382993554485,0.21677227728010617,0.24454259500146702,3.8077061543222896,NA,NA,NA
FF17,ð,481.9870747386342,1021.8682520353717,289.9662734447914,6.590568770123993,4935.437298290843,1779.3301452547175,5.897050430607102,87.1629793298823,29.283516351752198,NA,NA,NA
FF17,ç,2550.105582086539,881.9611739841428,28.70162869884264,2.9925418678575673,1870.8187425637234,138.89458606581866,0.6170546047986626,0.5437882192536969,27.041943689315815,NA,NA,NA
FF17,ʝ,372.65215119155823,557.094580889554,81.13837003881676,2.307557338967486,3204.213725956945,982.5814659726957,2.4447715618897754,13.433267931819831,28.798019111279444,NA,NA,NA
FF17,x,435.9500665372025,834.2367403882436,66.45268944118962,3.2520300804465405,2632.4024125077335,1359.0755868600756,3.7297252460826114,34.33243373328509,3.139133766651895,NA,NA,NA
FF17,ɣ,38.113008494932046,132.01959269232339,14.558779624978172,0.4529407337625262,480.8145896786913,616.591922454515,1.0492973086373798,10.29650171669843,35.65851675858974,NA,NA,NA
FF18,ɟ,299.38841262624146,145.79214119331118,15.501486264446015,1.0829420521740993,NA,NA,NA,NA,8.48755563870148,5.8118142329332585,37.26570635867967,8.77410283463902
FF18,θ,1055.5474121210232,985.5986099721458,52.30329308853854,3.2851576737531176,1096.0577657885442,864.5412380609409,0.6034782824016812,1.8545008925725543,8.690728619999135,NA,NA,NA
FF18,ð,136.9414841619278,126.22047646417491,214.42563049317812,3.421432252991764,1239.1374000760475,370.03177147462975,2.987446182041065,70.20397068460669,13.615083704133127,NA,NA,NA
FF18,ç,2167.345136079199,455.3177221589938,27.41124153961278,2.9167261305020284,590.4623957595722,204.88108815430905,0.1746213826539713,0.5092008032584299,36.437654235320394,NA,NA,NA
FF18,ʝ,223.92536133749672,263.02537648373675,56.25467413016648,1.7027702338767927,765.4276462033265,715.5871185358012,2.3333728960509927,77.98520825461046,1.8983536025363463,NA,NA,NA
FF18,x,3373.2610929214306,1469.6500609494356,79.95151409597572,5.721746770227816,960.907457171701,789.2620507480283,0.992193048602066,4.510256138815913,1.4985800551768023,NA,NA,NA
FF18,ɣ,2003.675049662188,1410.4098176168254,201.3267810697215,5.517957319573987,307.2160986964535,425.28590264206423,0.010033253987232094,14.973964791885948,6.273202092529758,NA,NA,NA
FM3,ɟ,1281.8587983133252,143.1960413525885,17.9312059438346,1.601682523424736,NA,NA,NA,NA,4.208799723119121,62.07213638611441,8.755855781072242,5.550407849874035
FM3,θ,3257.364938143881,1555.6885332043407,54.66704367726408,4.424869130384179,1099.073378554488,148.87724361949404,0.10470112135940823,0.47832409896078476,15.672834764632015,NA,NA,NA
FM3,ð,273.55816468756177,78.18060269193359,87.35530792219586,1.2183546507637821,4046.862174070208,1776.6740501632012,5.557009973564555,88.28963607788992,10.79558661440673,NA,NA,NA
FM3,ç,1997.989262196057,679.5381017549346,28.736716331210427,2.7758494383668286,411.84962589850784,278.0382587760887,0.2749554019222912,1.0746506275859202,14.115709705489905,NA,NA,NA
FM3,ʝ,94.69621763904695,188.18085472142127,242.44800043250666,4.841038731136765,59.625448165266334,926.0883491078039,2.6966815459484628,48.77064014794969,23.83754952724763,NA,NA,NA
FM3,x,471.4810006206535,158.47479286256498,61.11651575970585,3.7577509127290374,707.1698249655578,589.1907815721884,0.13689646026526336,0.6339969645916037,2.9372985419534245,NA,NA,NA
FM3,ɣ,199.62098051065618,412.96722009995534,244.32993430917253,1.081125018691898,572.1452313453199,1079.751906519446,5.919633228047106,243.54500018897468,30.23569881332756,NA,NA,NA
FM4,ɟ,28.823449223370517,73.02484971382319,9.477674930622952,0.3887422337437303,NA,NA,NA,NA,38.82357014270486,23.05029639069744,23.181974124020286,13.281029238300357
